Message ID,Subject,Message,Spam/Ham,Date,Clean_Message
5539,aiesec polska - eurolds 2000,"jarek ,
czy enron moze pomoc w organizacji tej imprezy ?
bylaby to dobra okazja nawiazania wielu pozytecznych kontaktow .
wicek
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 02 / 17 / 2000
08 : 51 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" andrzej wodnicki "" on 02 / 16 / 2000 02 : 50 : 05 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : aiesec polska - eurolds 2000
szanowny panie kaminski !
nazywam sie andrzej wodnicki i jestem czlonkiem stowarzysznia studentow
aiesec przy szkole glownej handlowej ( dawnej sgpis ) .
prosze o poswiecenie paru chwil na przeczytanie tego maila .
( kontakt do pana otrzymalem od kolegi , ktory organizowal prezentacje firmy
enron na sgh , a posrednio od pana jarka astramowicza , przedstawiciela enron
na polske . )
w imieniu aiesec polska chcialbym zwrocic sie do pana z wielka prosba pomocy
przy wydarzeniu , ktore w tym roku organizujemy .
aiesec polska , a w szczegolnosci aiesec przy szkole glownej handlowej ma
zaszczyt organizowac w tym roku european leadership development seminar . jest
to seminarium na temat przywodztwa skierowne do obecnych i przyszlych
czlonkow rad wykonawczych komitetow lokalnych aiesec w calej europie .
po raz pierwszy aiesec polska ma mozliwosc organizacji takiego wydarzenia i
stanowi ono dla nas olbrzymie wyzwanie .
przygotowywalismy sie do niego od kilku lat i obecnie jestesmy juz w koncowej
fazie organizacji eurolds 2000 .
projekt rozpoczyna sie 7 marca 2000 roku oficjalnym otwarciem przez pana
prezydenta aleksandra kwasniewskiego w sali kongresowej . pozniej odbeda sie
dyskusje panelowe ( udzial wielu znakomitych gosci - m . in jan krzysztof
bielecki , jacek saryusz wolski , andrzej olechowski ) oraz wyklady i
prezentacje regionow polski w auli spadochronowej szkoly glownej handlowej , a
nastepnie delegaci udadza sie do hotelu mrongovia na szkolenia , casy i
wyklady na temat przywodztwa . ( szczegolowy program eurolds 2000 przesylam w
zalaczniku . )
jak do tej pory staralismy sie mozliwie najwiecej dokonac wlasnymi silami ,
jednak obecnie na 3 tygodnie przed tym wydarzeniem stoimy przed pewnym
problemem i stad tez pojawil sie pomysl skontaktowania pana , jako osoby ,
ktora moglaby nam wydatnie pomoc .
chcielibysmy poprosic pana o wsparcie finansowe .
wspolpracujemy juz z wieloma firmami i instytucjami ( m . in . deloitte & touche ,
arthur andersen , fundusz phare , fundacja konrada adenauera oraz wieloma
innymi ) , jednak na obecnym etapie organizacji projektu wciaz brakuje nam
12000 $ .
poczatkowo chcielismy nawiazac kontakt z pania eileen price z londynu , jednak
wydaje nam sie , ze pan jako zalozyciel aiesec w polsce powienien po pierwsze
o takim wydarzeniu wiedziec , a po drugie mamy nadzieje , ze moze nam pan pomoc .
bardzo prosze o odpowiedz ,
z powazaniem
andrzej wodnicki
prezydent eurolds 2000
aiesec szkola glowna handlowa
- attl . htm
- eurolds _ prezentacja . ppt",ham,2000-02-17,"jarek , czy enron moze pomoc w organizacji tej imprezy ? bylaby to dobra okazja nawiazania wielu pozytecznych kontaktow . wicek - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 02 / 17 / 2000 08 : 51 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" andrzej wodnicki "" on 02 / 16 / 2000 02 : 50 : 05 am to : vince j kaminski / hou / ect @ ect cc : subject : aiesec polska - eurolds 2000 szanowny panie kaminski ! nazywam sie andrzej wodnicki i jestem czlonkiem stowarzysznia studentow aiesec przy szkole glownej handlowej ( dawnej sgpis ) . prosze o poswiecenie paru chwil na przeczytanie tego maila . ( kontakt do pana otrzymalem od kolegi , ktory organizowal prezentacje firmy enron na sgh , a posrednio od pana jarka astramowicza , przedstawiciela enron na polske . ) w imieniu aiesec polska chcialbym zwrocic sie do pana z wielka prosba pomocy przy wydarzeniu , ktore w tym roku organizujemy . aiesec polska , a w szczegolnosci aiesec przy szkole glownej handlowej ma zaszczyt organizowac w tym roku european leadership development seminar . jest to seminarium na temat przywodztwa skierowne do obecnych i przyszlych czlonkow rad wykonawczych komitetow lokalnych aiesec w calej europie . po raz pierwszy aiesec polska ma mozliwosc organizacji takiego wydarzenia i stanowi ono dla nas olbrzymie wyzwanie . przygotowywalismy sie do niego od kilku lat i obecnie jestesmy juz w koncowej fazie organizacji eurolds 2000 . projekt rozpoczyna sie 7 marca 2000 roku oficjalnym otwarciem przez pana prezydenta aleksandra kwasniewskiego w sali kongresowej . pozniej odbeda sie dyskusje panelowe ( udzial wielu znakomitych gosci - m . in jan krzysztof bielecki , jacek saryusz wolski , andrzej olechowski ) oraz wyklady i prezentacje regionow polski w auli spadochronowej szkoly glownej handlowej , a nastepnie delegaci udadza sie do hotelu mrongovia na szkolenia , casy i wyklady na temat przywodztwa . ( szczegolowy program eurolds 2000 przesylam w zalaczniku . ) jak do tej pory staralismy sie mozliwie najwiecej dokonac wlasnymi silami , jednak obecnie na 3 tygodnie przed tym wydarzeniem stoimy przed pewnym problemem i stad tez pojawil sie pomysl skontaktowania pana , jako osoby , ktora moglaby nam wydatnie pomoc . chcielibysmy poprosic pana o wsparcie finansowe . wspolpracujemy juz z wieloma firmami i instytucjami ( m . in . deloitte & touche , arthur andersen , fundusz phare , fundacja konrada adenauera oraz wieloma innymi ) , jednak na obecnym etapie organizacji projektu wciaz brakuje nam 12000 $ . poczatkowo chcielismy nawiazac kontakt z pania eileen price z londynu , jednak wydaje nam sie , ze pan jako zalozyciel aiesec w polsce powienien po pierwsze o takim wydarzeniu wiedziec , a po drugie mamy nadzieje , ze moze nam pan pomoc . bardzo prosze o odpowiedz , z powazaniem andrzej wodnicki prezydent eurolds 2000 aiesec szkola glowna handlowa - attl . htm - eurolds _ prezentacja . ppt"
9401,working paper list & etc,"? ? ? dear vince :
?
? ? ? i have put together a list of finance working papers ( some of which i
brought to the interview last wednesday ) which i have written since 1995
mostly in support of my work but also ( at least initially ) as a learning
tool . several of them , however , ? do contain innovations .
? ? ?
? ? ? i have asked ms . de claris to forward a copy to you .
?
? ? ? as i expressed to you earlier i am particularly interested in enron
credit swaps trading platform and the business opportunities that it will
spawn .
?
? ? ? i also think that there are tremendous opportunities to be explored in
the secondary mortgage maket in the us . i do not know if enron has
considered or is active in this market . this would be an area that i am also
very interested and in which i think much better can be done than most of
the players in the street .
?
? ? ? the question in my mind ( hopefully not prematurely ) ? is : if there is
interest here would enron consider letting me put together this business ?
?
? ? ? i look forward to hearing from you soon .
?
? ? ? best regards
?
? ? ? joao
?
? ? ?",ham,2001-05-02,"? ? ? dear vince : ? ? ? ? i have put together a list of finance working papers ( some of which i brought to the interview last wednesday ) which i have written since 1995 mostly in support of my work but also ( at least initially ) as a learning tool . several of them , however , ? do contain innovations . ? ? ? ? ? ? i have asked ms . de claris to forward a copy to you . ? ? ? ? as i expressed to you earlier i am particularly interested in enron credit swaps trading platform and the business opportunities that it will spawn . ? ? ? ? i also think that there are tremendous opportunities to be explored in the secondary mortgage maket in the us . i do not know if enron has considered or is active in this market . this would be an area that i am also very interested and in which i think much better can be done than most of the players in the street . ? ? ? ? the question in my mind ( hopefully not prematurely ) ? is : if there is interest here would enron consider letting me put together this business ? ? ? ? ? i look forward to hearing from you soon . ? ? ? ? best regards ? ? ? ? joao ? ? ? ?"
7725,transmission roundtable meeting,"the meeting will be held on december 8 , 2000 from 11 : 30 am to 1 : 00 pm in
conference room eb 19 cl . box lunches will be served . your choices are
listed below :
salads : roasted chicken cobb salad , grilled chicken caesar salad , classic
chef salad
sandwiches : turkey , roast beef , ham , chicken salad , tuna salad or club
sandwich . served on homemade white or wheat bread
please email your lunch choice to me by monday , december 4 , 2000 .
thanks and regards ,
anita dupont",ham,2000-11-27,"the meeting will be held on december 8 , 2000 from 11 : 30 am to 1 : 00 pm in conference room eb 19 cl . box lunches will be served . your choices are listed below : salads : roasted chicken cobb salad , grilled chicken caesar salad , classic chef salad sandwiches : turkey , roast beef , ham , chicken salad , tuna salad or club sandwich . served on homemade white or wheat bread please email your lunch choice to me by monday , december 4 , 2000 . thanks and regards , anita dupont"
8807,ideas,"vince :
i may have neglected to send you the attached last week . enron is one of a
handful of institutions which could facilitate an entire transaction of the
kind described here . this is simply your old production payment concept
applied to corporate finance .
best ,
- pressrelease . pdf
- monetization . pdf",ham,2001-03-24,"vince : i may have neglected to send you the attached last week . enron is one of a handful of institutions which could facilitate an entire transaction of the kind described here . this is simply your old production payment concept applied to corporate finance . best , - pressrelease . pdf - monetization . pdf"
5669,re : invitation to my house,"anthony ,
thanks for the invitation . what about april 22 ? i have committed to different
speaking engagements , charities , off - sites etc . for all the saturdays prior to
this date .
vince
from : anthony mends @ enron communications on 03 / 06 / 2000 02 : 18 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : invitation to my house
vince ,
i hope you are well . sorry i have not been in touch but i have been swamped
trying to build my organization simultaneously as i endeavor to understand
ebs and navigate its political terrain . quite interesting . i shall tell you
more later .
my wife , elisabeth and i would love to have you for dinner at our house any
saturday at you convenience . would please let me know which saturday would
be suitable ? we are both looking forward to it so please let me know .
thanks ,
tony",ham,2000-03-07,"anthony , thanks for the invitation . what about april 22 ? i have committed to different speaking engagements , charities , off - sites etc . for all the saturdays prior to this date . vince from : anthony mends @ enron communications on 03 / 06 / 2000 02 : 18 pm to : vince j kaminski / hou / ect @ ect cc : subject : invitation to my house vince , i hope you are well . sorry i have not been in touch but i have been swamped trying to build my organization simultaneously as i endeavor to understand ebs and navigate its political terrain . quite interesting . i shall tell you more later . my wife , elisabeth and i would love to have you for dinner at our house any saturday at you convenience . would please let me know which saturday would be suitable ? we are both looking forward to it so please let me know . thanks , tony"
6913,giuseppe ' s bio,"vince ,
i will take care of the few typos , capitalizations , etc . , but i wanted to get
this to you asap . he has a fine sense of humor !
sam
- - - - - - - - - - - - - - - - - - - - - - forwarded by william smith / corp / enron on 08 / 28 / 2000
12 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : giuseppe paleologo @ enron communications on 08 / 28 / 2000 12 : 11 pm
to : william smith / corp / enron @ enron
cc :
subject : re : hello !
i landed in the research group as a summer associate at the end of june ,
straight from sunny palo alto , where i am pursuing a phd in management
science and engineering . since my area of research is the performance
evaluation and economic analysis of communication networks , enron is "" the ""
place to be : enron broadband services has the first mover ' s advantage in this
field , and nearly every decision requires an understanding of both data
networks and financial mathematics . enron has most of the needed skills to
succeed , and the right attitude . after two months here , i am more convinced
than ever that the best is still to come .
i am from rome , italy , where i have spent most of my life ( my pre - columbian
period , properly speaking ) . italy is the nation known among americans for
having invented the pasta alfredo and for having elected a porn star as a
member of parliament . the former allegation is indeed false : pasta alfredo is
quintessential american . about the latter , one of my dubious achievement is
to have interviewed the aforementioned member of parliament about her
political agenda , receiving predictably fuzzy answers .
as many members of the research groups , my background is in physics . i fell
in love with operation research and management science while working for a
large it consulting firm in italy , and wanted to learn more . i have been a
student at stanford university since then . studying there has been a very
enjoyable experience , and i am sorry i will have to leave it sometime soon .
management science is not the only hobby in my life . i am an avid
motorcyclist , and am a lifelong student of argentine tango . i also like
reading ( a skill i learned in lst grade and has never failed me ) , in
particular 20 th century english , italian and french poetry .
william smith @ enron
08 / 11 / 00 02 : 10 pm
to : giuseppe paleologo / enron communications @ enron communications
cc :
subject : hello !
giuseppe ,
i ' m sam smith and among other things i ' m the department newsletter editor .
are you going to be leaving after today or will you be around next week ? if
you ' ll be around , i ' d love for you to write a short bio piece for the
newsletter . have a look at some recent issues for examples . if you ' ll be
here monday morning , i can get a quick photo .
if not , then i ' m sorry i missed you !
sam",ham,2000-08-28,"vince , i will take care of the few typos , capitalizations , etc . , but i wanted to get this to you asap . he has a fine sense of humor ! sam - - - - - - - - - - - - - - - - - - - - - - forwarded by william smith / corp / enron on 08 / 28 / 2000 12 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : giuseppe paleologo @ enron communications on 08 / 28 / 2000 12 : 11 pm to : william smith / corp / enron @ enron cc : subject : re : hello ! i landed in the research group as a summer associate at the end of june , straight from sunny palo alto , where i am pursuing a phd in management science and engineering . since my area of research is the performance evaluation and economic analysis of communication networks , enron is "" the "" place to be : enron broadband services has the first mover ' s advantage in this field , and nearly every decision requires an understanding of both data networks and financial mathematics . enron has most of the needed skills to succeed , and the right attitude . after two months here , i am more convinced than ever that the best is still to come . i am from rome , italy , where i have spent most of my life ( my pre - columbian period , properly speaking ) . italy is the nation known among americans for having invented the pasta alfredo and for having elected a porn star as a member of parliament . the former allegation is indeed false : pasta alfredo is quintessential american . about the latter , one of my dubious achievement is to have interviewed the aforementioned member of parliament about her political agenda , receiving predictably fuzzy answers . as many members of the research groups , my background is in physics . i fell in love with operation research and management science while working for a large it consulting firm in italy , and wanted to learn more . i have been a student at stanford university since then . studying there has been a very enjoyable experience , and i am sorry i will have to leave it sometime soon . management science is not the only hobby in my life . i am an avid motorcyclist , and am a lifelong student of argentine tango . i also like reading ( a skill i learned in lst grade and has never failed me ) , in particular 20 th century english , italian and french poetry . william smith @ enron 08 / 11 / 00 02 : 10 pm to : giuseppe paleologo / enron communications @ enron communications cc : subject : hello ! giuseppe , i ' m sam smith and among other things i ' m the department newsletter editor . are you going to be leaving after today or will you be around next week ? if you ' ll be around , i ' d love for you to write a short bio piece for the newsletter . have a look at some recent issues for examples . if you ' ll be here monday morning , i can get a quick photo . if not , then i ' m sorry i missed you ! sam"
14426,rider,"please see the attached memo .
regards , rob",ham,2001-12-19,"please see the attached memo . regards , rob"
9053,dg energy software,"vince ,
here is my edited version of the software license agreement . can you read
it once before i forward it for internal approval ? i specified that the
$ 100 , 000 covers a single user perpetural license , access to source after
one year , and covers maintenance and support for one year .
any suggestions ?
- - stinson",ham,2001-04-16,"vince , here is my edited version of the software license agreement . can you read it once before i forward it for internal approval ? i specified that the $ 100 , 000 covers a single user perpetural license , access to source after one year , and covers maintenance and support for one year . any suggestions ? - - stinson"
23929,re : ut / enron mba excellence 2001 scholarship winners announced !,"rick and sally
i told the scholarship winners that within the next few weeks , we would like
to meet with them for lunch or dinner before the semester is over . so since
we are on the subject , do you have plans to be in austin any time soon ? i
will coordinate the students around your schedule . also , if you think there
are others that should join the smaller luncheon / dinner , let me know . i
thought about asking traci warner and billy lemmons since they are new to the
aa program .
karen
sally beck
03 / 29 / 2001 01 : 34 pm
to : karen marshall / hou / ect @ ect
cc :
subject : re : ut / enron mba excellence 2001 scholarship winners announced !
are we going to do anything for the students before fall semester ? the
dinner with dean may and others from the university is great in the fall .
but last year , we had thought about just a small lunch with the students and
a few from enron . this can be simple and we don ' t have to coordinate around
the schedule of any ut faculty or staff . but it does allow enron to have a
more immediate follow up with the scholarship recepients to celebrate their
being chosen . - - sally
from : karen marshall on 03 / 28 / 2001 08 : 12 pm
to : sally beck / hou / ect @ ect , richard causey / corp / enron @ enron , gene
humphrey / enron @ enronxgate , wanda curry / hou / ees @ ees , brent a
price / enron @ enronxgate , charlene jackson / corp / enron @ enron , christie
patrick / hou / ect @ ect , loftus fitzwater / na / enron @ enron , roger
ondreko / enron @ enronxgate , andrea v reed / enron @ enronxgate
cc : kristin gandy / na / enron @ enron , gwynn gorsuch / na / enron @ enron , elyse
kalmans / corp / enron @ enron , laura schwartz / corp / enron @ enron , bert
frazier / enron @ enronxgate , billy lemmons / corp / enron @ enron ,
eloy . garcia @ bus . utexas . edu
subject : ut / enron mba excellence 2001 scholarship winners announced !
i am pleased to announce the recipients of the 2001 university of texas enron
mba excellence scholarships :
christopher cashman
soopang tang
holland brown
each student will receive $ 10 , 000 in scholarship money based on their essays ,
interviews and on how they exemplified the vision , values and beliefs of
enron .
i have already notified the winners , so please join me in congratulating
each one on a job well done .
special thanks to everyone who participated in the selection of the
winners . stay tuned for details on the date and time for the scholarship
awards dinner slated for early next semester !
e - mail : christopher . cashman @ mbao 2 . bus . utexas . edu phone : 512 - 836 - 6489
e - mail : soopang . tang @ mbao 2 . bus . utexas . edu phone : 512 - 708 - 0161
e - mail : holland . brown @ mbao 2 . bus . utexas . edu phone : 512 - 440 - 1142
fyi . . . all of the candidates that interviewed were outstanding according to
the scholarship interview team ( sally beck , andrea reed , roger ondreko and
loftus fitzwater ) . i will be sending each of them a letter to thank them for
their participation and encourage them to consider enron when interviewing
for full time opportunities next semester .
thank you ,
karen marshall",ham,2001-03-29,"rick and sally i told the scholarship winners that within the next few weeks , we would like to meet with them for lunch or dinner before the semester is over . so since we are on the subject , do you have plans to be in austin any time soon ? i will coordinate the students around your schedule . also , if you think there are others that should join the smaller luncheon / dinner , let me know . i thought about asking traci warner and billy lemmons since they are new to the aa program . karen sally beck 03 / 29 / 2001 01 : 34 pm to : karen marshall / hou / ect @ ect cc : subject : re : ut / enron mba excellence 2001 scholarship winners announced ! are we going to do anything for the students before fall semester ? the dinner with dean may and others from the university is great in the fall . but last year , we had thought about just a small lunch with the students and a few from enron . this can be simple and we don ' t have to coordinate around the schedule of any ut faculty or staff . but it does allow enron to have a more immediate follow up with the scholarship recepients to celebrate their being chosen . - - sally from : karen marshall on 03 / 28 / 2001 08 : 12 pm to : sally beck / hou / ect @ ect , richard causey / corp / enron @ enron , gene humphrey / enron @ enronxgate , wanda curry / hou / ees @ ees , brent a price / enron @ enronxgate , charlene jackson / corp / enron @ enron , christie patrick / hou / ect @ ect , loftus fitzwater / na / enron @ enron , roger ondreko / enron @ enronxgate , andrea v reed / enron @ enronxgate cc : kristin gandy / na / enron @ enron , gwynn gorsuch / na / enron @ enron , elyse kalmans / corp / enron @ enron , laura schwartz / corp / enron @ enron , bert frazier / enron @ enronxgate , billy lemmons / corp / enron @ enron , eloy . garcia @ bus . utexas . edu subject : ut / enron mba excellence 2001 scholarship winners announced ! i am pleased to announce the recipients of the 2001 university of texas enron mba excellence scholarships : christopher cashman soopang tang holland brown each student will receive $ 10 , 000 in scholarship money based on their essays , interviews and on how they exemplified the vision , values and beliefs of enron . i have already notified the winners , so please join me in congratulating each one on a job well done . special thanks to everyone who participated in the selection of the winners . stay tuned for details on the date and time for the scholarship awards dinner slated for early next semester ! e - mail : christopher . cashman @ mbao 2 . bus . utexas . edu phone : 512 - 836 - 6489 e - mail : soopang . tang @ mbao 2 . bus . utexas . edu phone : 512 - 708 - 0161 e - mail : holland . brown @ mbao 2 . bus . utexas . edu phone : 512 - 440 - 1142 fyi . . . all of the candidates that interviewed were outstanding according to the scholarship interview team ( sally beck , andrea reed , roger ondreko and loftus fitzwater ) . i will be sending each of them a letter to thank them for their participation and encourage them to consider enron when interviewing for full time opportunities next semester . thank you , karen marshall"
5750,re : eott options,"tracy ,
attached is a spreadsheet model which contains both black - scholes and
american option valuation models . these are the generally accepted methods
for valuation of options on equity . the "" european "" option prices assume
that the option holder can exercise his options only at maturity , while the
"" american "" style options can be exercised at any time during their life .
i have assumed in the examples that the underlying equity units have a market
value of $ 13 . 00 and that the options are struck at this level . the
volatility input is the other main assumption . eott has been trading
recently with a volatility ranging between 30 % to 40 % although looking
further back , the range is much wider .
to run the model , you must be linked with the options library . i am not
sure what lan you are connected with , but you can coordinate with zimin lu
( x 36388 ) for help with loading the option library add - in module . on the ena
lan it is located under o : \ research \ exotica \ xll \ exotica . xll . this is
loaded in excel using the tools / add - ins and browse to reach the add - in
location .
- - stinson
x 34748
p . s . i will mail you a hard - copy of a plot showing recent eott volatility
as well . if you would like us to help you in running specific examples ,
please let me , vince , or zimin know .",ham,2000-03-17,"tracy , attached is a spreadsheet model which contains both black - scholes and american option valuation models . these are the generally accepted methods for valuation of options on equity . the "" european "" option prices assume that the option holder can exercise his options only at maturity , while the "" american "" style options can be exercised at any time during their life . i have assumed in the examples that the underlying equity units have a market value of $ 13 . 00 and that the options are struck at this level . the volatility input is the other main assumption . eott has been trading recently with a volatility ranging between 30 % to 40 % although looking further back , the range is much wider . to run the model , you must be linked with the options library . i am not sure what lan you are connected with , but you can coordinate with zimin lu ( x 36388 ) for help with loading the option library add - in module . on the ena lan it is located under o : \ research \ exotica \ xll \ exotica . xll . this is loaded in excel using the tools / add - ins and browse to reach the add - in location . - - stinson x 34748 p . s . i will mail you a hard - copy of a plot showing recent eott volatility as well . if you would like us to help you in running specific examples , please let me , vince , or zimin know ."
23432,re : liquids limits oct . 20,"risk ops . had problems loading the erac crude options spreadsheet and var
had to be recalc . twice to confirm the $ 12 . 7 mm violation . furthermore , we
had to scrub and confirm all positions with risk ops . before limits report
can be published .
christian
jeffrey a shankman @ ect
10 / 23 / 2000 03 : 27 pm
to : christian lebroc / corp / enron @ enron
cc : brent a price / hou / ect @ ect , sally beck / hou / ect @ ect , john l
nowlan / hou / ect @ ect , scott earnest / hou / ect @ ect , bjorn hagelmann / hou / ect @ ect
subject : re : liquids limits oct . 20
why did i not get this until 12 : 41 ?
from : christian lebroc @ enron 10 / 23 / 2000 12 : 41 pm
to : hugo moreira / lon / ect @ ect , david j botchlett / hou / ect @ ect , john l
nowlan / hou / ect @ ect , john chismar / sin / ect @ ect , john buckner
thomas / sin / ect @ ect , scott earnest / hou / ect @ ect , risk controls @ ect , mary
thambiah / lon / ect @ ect , oliver gaylard / lon / ect @ ect , bjorn
hagelmann / hou / ect @ ect , manfred roenz / corp / enron @ enron , lee
jackson / hou / ect @ ect , homan amiry / lon / ect @ ect , mark fondren / hou / ect @ ect , john
swinney / hou / ect @ ect , jeffrey a shankman / hou / ect @ ect , cindy horn / lon / ect @ ect ,
michelle bruce / hou / ect @ ect
cc :
subject : liquids limits oct . 20",ham,2000-10-23,"risk ops . had problems loading the erac crude options spreadsheet and var had to be recalc . twice to confirm the $ 12 . 7 mm violation . furthermore , we had to scrub and confirm all positions with risk ops . before limits report can be published . christian jeffrey a shankman @ ect 10 / 23 / 2000 03 : 27 pm to : christian lebroc / corp / enron @ enron cc : brent a price / hou / ect @ ect , sally beck / hou / ect @ ect , john l nowlan / hou / ect @ ect , scott earnest / hou / ect @ ect , bjorn hagelmann / hou / ect @ ect subject : re : liquids limits oct . 20 why did i not get this until 12 : 41 ? from : christian lebroc @ enron 10 / 23 / 2000 12 : 41 pm to : hugo moreira / lon / ect @ ect , david j botchlett / hou / ect @ ect , john l nowlan / hou / ect @ ect , john chismar / sin / ect @ ect , john buckner thomas / sin / ect @ ect , scott earnest / hou / ect @ ect , risk controls @ ect , mary thambiah / lon / ect @ ect , oliver gaylard / lon / ect @ ect , bjorn hagelmann / hou / ect @ ect , manfred roenz / corp / enron @ enron , lee jackson / hou / ect @ ect , homan amiry / lon / ect @ ect , mark fondren / hou / ect @ ect , john swinney / hou / ect @ ect , jeffrey a shankman / hou / ect @ ect , cindy horn / lon / ect @ ect , michelle bruce / hou / ect @ ect cc : subject : liquids limits oct . 20"
6074,it resources,"guys , in response to the offsite , beth perleman is now a dedicated ena
resource on the it side of the business . she will be joining the ena
management team of which you are all a part . she will participate in the
friday management meeting to address it issues and opportunities . on friday
may 18 th , beth will go over her management team and her available resources .
at every friday meeting , she will present the current project queue ( with
associated cost / capital budget and sponser ) and the management team will set
priorities and necessary incremental resources .
regards
delainey",ham,2000-05-09,"guys , in response to the offsite , beth perleman is now a dedicated ena resource on the it side of the business . she will be joining the ena management team of which you are all a part . she will participate in the friday management meeting to address it issues and opportunities . on friday may 18 th , beth will go over her management team and her available resources . at every friday meeting , she will present the current project queue ( with associated cost / capital budget and sponser ) and the management team will set priorities and necessary incremental resources . regards delainey"
27831,tw 7 / 21 / 00 weekly,please see attached file .,ham,2000-07-20,please see attached file .
22691,draft of singapore office findings,"please let me know if you have any questions or would like to discuss in
further detail .
regards ,
scott",ham,2000-03-14,"please let me know if you have any questions or would like to discuss in further detail . regards , scott"
2014,neon discussion november 15,"here are some ideas for discussion this week . ? ?
?
next week we won ' t be meeting , and after that we will have only two meeting
times left before christmas . ? be thinking about what you ' ll want to do as a
group ? for the last meeting , since it ' ll be here real soon . ? some groups have
a party , with a chinese gift exchange ( why is it called chinese ? ) , or some
go to eat somewhere and then go as a group in a van or suburban to look at
christmas lights , etc . ? if your group doesn ' t have some tradition or
enjoyable end to the semester , be imaginative and see if you can ' t come up
with something fun to do . ? of course if you need help let me know !
?
bobby
- neon roaring 5 . doc",ham,2000-11-10,"here are some ideas for discussion this week . ? ? ? next week we won ' t be meeting , and after that we will have only two meeting times left before christmas . ? be thinking about what you ' ll want to do as a group ? for the last meeting , since it ' ll be here real soon . ? some groups have a party , with a chinese gift exchange ( why is it called chinese ? ) , or some go to eat somewhere and then go as a group in a van or suburban to look at christmas lights , etc . ? if your group doesn ' t have some tradition or enjoyable end to the semester , be imaginative and see if you can ' t come up with something fun to do . ? of course if you need help let me know ! ? bobby - neon roaring 5 . doc"
7081,nymex,"chris ,
the first file might have gone to a wrong chris long .
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 09 / 27 / 2000
05 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : v charles weldon 09 / 27 / 2000 12 : 22 pm
to : christopher . long @ enron . com
cc : mike a roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : nymex
chris ,
here is the analysis you requested . let me know if i can be of any further
assistance .
charlie weldon",ham,2000-09-27,"chris , the first file might have gone to a wrong chris long . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 09 / 27 / 2000 05 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : v charles weldon 09 / 27 / 2000 12 : 22 pm to : christopher . long @ enron . com cc : mike a roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect subject : nymex chris , here is the analysis you requested . let me know if i can be of any further assistance . charlie weldon"
